ID	Name
OBT:000990	artery
OBT:000496	arthropod
OBT:000200	arthropod part
OBT:000991	artic valley
OBT:002345	artichoke
OBT:001883	artichoke and related product
OBT:000006	artificial environment
OBT:000050	artificial water environment
OBT:000201	artificial water structure
OBT:001884	arugula
OBT:000992	ascidian
OBT:000051	asexual reproduction
OBT:000993	ash dump
OBT:003495	Asiago
OBT:002346	asparagus
OBT:001885	aspargus and related product
OBT:000972	Asteraceae
OBT:000497	atherosclerotic lesion
OBT:000052	atmosphere part
OBT:002347	aubergine
OBT:001886	aubergine and related product
OBT:000498	auricular prosthesis
OBT:000202	automated teller machine
OBT:000053	autoploid
OBT:000499	autotroph
OBT:000203	auxotroph
OBT:001435	avian crop
OBT:002960	avocado
OBT:001887	avocado and primary derivative thereof
OBT:002348	avocado as food
OBT:002349	baboon
OBT:003184	baby
OBT:002350	baby corn
OBT:001888	baby corn and related product
OBT:000994	baby diaper
OBT:000995	baby wipe
OBT:000204	back
OBT:000996	backswamp
OBT:000997	backwater
OBT:002351	bacon
OBT:000500	bacteriocyte
OBT:000998	bacteriome
OBT:001889	baked food
OBT:001436	bakery product
OBT:000999	baking powder
OBT:001000	baking soda
OBT:003082	baking yeast
OBT:003371	Balinese traditional fermented sausage
OBT:001001	bamboo
OBT:002352	bamboo shoot
OBT:001890	bamboo shoot and related product
OBT:002961	banana
OBT:001891	banana and primary derivative thereof
OBT:002353	banana as food
OBT:001892	banana tree
OBT:000205	bandage
OBT:000206	banknote
OBT:002354	barb meat
OBT:001002	bark
OBT:001893	barley and primary derivative thereof
OBT:003405	barley beverage
OBT:000501	barley feed
OBT:003442	barley milk
OBT:002892	barley plant
OBT:002355	barley product
OBT:000207	barotactic
OBT:002356	barracuda meat
OBT:001003	barrier flat
OBT:002357	basil
OBT:001894	basil and related product
OBT:001437	basophil
OBT:001895	bat
OBT:000502	bathroom
OBT:000208	bathroom equipment
OBT:000503	bathroom sink
OBT:000504	bathtub
OBT:000505	bay
OBT:001438	beach mud
OBT:001896	beach sand
OBT:000209	beak
OBT:001897	bean
OBT:001439	bean and related product
OBT:001898	bear
OBT:003465	Beaufort
OBT:002358	beaver
OBT:001440	bechamel sauce
OBT:000506	bed as furniture
OBT:000507	bed sheet
OBT:000508	bedroom
OBT:000210	bedroom equipment
OBT:003039	bedside carafe
OBT:003342	bedside water bottle
OBT:000509	bedspread
OBT:001441	bee
OBT:003040	bee pollen
OBT:001899	beef
OBT:003549	beef cattle
OBT:000510	beef farm
OBT:002359	beefsteak
OBT:003541	beer
OBT:003550	beer Shava
OBT:003127	beer wort
OBT:000511	beer yeast
OBT:002360	beer-bottling plant
OBT:002962	beeswax
OBT:003576	beet juice
OBT:002361	beetroot
OBT:001900	beetroot and related product
OBT:001004	benzene-contaminated site
OBT:002963	berry
OBT:001901	berry and primary derivative thereof
OBT:001442	berry and small fruit and primary derivative thereof
OBT:002362	berry as food
OBT:000512	beta-hemolytic
OBT:000513	big colony
OBT:000514	bile
OBT:000211	bile resistant
OBT:000515	biliary tract
OBT:001443	bio clean room
OBT:000516	biofertilizer
OBT:000054	biofilm
OBT:001444	biofilm forming
OBT:000212	biofilm in natural environment
OBT:001005	biofilm phenotype
OBT:002766	biofilter
OBT:000055	bioluminescent
OBT:000213	biomat
OBT:000056	bioreactor
OBT:000517	biotrophic
OBT:001445	birch
OBT:001446	bird
OBT:001006	bird and reptile GIT part
OBT:001447	bird meat
OBT:001448	birria
OBT:001902	biscuit
OBT:003551	bison
OBT:002363	bison meat
OBT:003247	bite
OBT:001449	black anoxic freshwater mud
OBT:002364	black anoxic marine sediment
OBT:002365	black pepper
OBT:001007	black pigmented
OBT:002366	black pudding
OBT:001450	black sediment
OBT:002767	black smoker
OBT:002768	black smoker chimney
OBT:002964	blackberry
OBT:001903	blackberry and primary derivative thereof
OBT:002367	blackberry as food
OBT:001904	blackcurrant and primary derivative thereof
OBT:002368	blackcurrant as food
OBT:000518	bladder
OBT:000519	bladder stone
OBT:001451	blade
OBT:001905	blanched food
OBT:001452	blanket bog peat
OBT:000520	blender
OBT:003496	Bleu
OBT:000521	blood
OBT:000522	blood meal
OBT:000523	blood plasma
OBT:001906	blood sausage
OBT:000524	blood serum
OBT:000525	blood vessel
OBT:001453	blood-feeding insect
OBT:000057	bloom forming
OBT:001008	blue pigmented
OBT:003486	blue veined cheese
OBT:003497	Blue Wensleydate
OBT:002965	blueberry
OBT:001907	blueberry and primary derivative thereof
OBT:002369	blueberry as food
OBT:003041	boar
OBT:003083	bobtail squid
OBT:000214	body
OBT:000215	body fluid
OBT:000216	body surface
OBT:001009	bog
OBT:001908	boiled food
OBT:001010	boiler
OBT:001011	bone
OBT:001012	bone caries
OBT:000526	bone fracture
OBT:002688	bone marrow
OBT:000527	bone meal
OBT:000528	bone-anchored prosthesis
OBT:002370	bonito meat
OBT:000217	boot swab
OBT:001454	borax leachate
OBT:001455	borehole
OBT:001013	botanical garden soil
OBT:001456	bottle
OBT:001909	bottled water
OBT:001910	bottling factory
OBT:001911	bouillabaisse
OBT:003542	bovine
OBT:001912	bovine milk
OBT:000058	bovine serum
OBT:003248	boy
OBT:001457	brackish pond
OBT:002371	brackish water
OBT:002689	brain
OBT:001014	brain abcess
OBT:001458	bran
OBT:001015	branch
OBT:001016	brasserie
OBT:001391	Brassica
OBT:001459	brassica vegetable
OBT:001913	bread
OBT:001914	bread pre mix
OBT:002690	bread wheat product
OBT:001460	breakfast cereal
OBT:001017	breast
OBT:001018	breast milk
OBT:000059	breeding site
OBT:002372	brewery
OBT:002893	brewery wastewater
OBT:003466	Brick cheese
OBT:003498	Brie
OBT:002769	brine
OBT:002691	brine pool
OBT:003406	brined cheese
OBT:002373	brioche
OBT:001461	brisket saw
OBT:003547	Bristish beer
OBT:003443	brocciu
OBT:002374	broccoli
OBT:001915	broccoli and related product
OBT:003278	brocoli
OBT:003334	broiler chicken
OBT:002692	broiler meat strip
OBT:000529	broncho-pulmonary segment
OBT:000530	bronchus
OBT:002693	brown dog tick
OBT:003249	brown mushroom
OBT:001019	brown pigmented
OBT:002658	Brugia malayi
OBT:003279	brussel sprout
OBT:001916	brussel sprout and related product
OBT:002375	brussel sprout as food
OBT:002894	bryozoan
OBT:001020	buccal
OBT:003499	Buche de chèvre
OBT:001917	buckwheat
OBT:001462	buckwheat and primary derivative thereof
OBT:001463	bud
OBT:002376	buegill sunfish meat
OBT:003552	buffalo
OBT:001918	buffalo milk
OBT:000531	buffet
OBT:001464	bug
OBT:000532	building construction and demolition waste
OBT:001465	bulb vegetable
OBT:001021	bulbous plant
OBT:003243	Bulgarian yogurt
OBT:000533	bulk soil
OBT:000534	bulk tank
OBT:003571	bull
OBT:001919	bumblebee
OBT:001920	bun
OBT:001466	burger
OBT:000535	burn
OBT:002377	burnt soil
OBT:003313	bus driver
OBT:001467	butcher's knife
OBT:001468	butter
OBT:001469	buttermilk
OBT:003280	cabbage
OBT:003444	caciocavallo
OBT:003467	Caciocavallo
OBT:001470	caecal content
OBT:001471	caecum
OBT:001023	cafè
OBT:001022	cafeteria
OBT:003084	cake
OBT:001921	cake pre mix
OBT:002378	calcareous ooze
OBT:001024	calcereous rock
OBT:003577	calf
OBT:001922	calf barn
OBT:001025	calorifier
OBT:001923	camel
OBT:001924	camel milk
OBT:003500	Camembert
OBT:001472	can
OBT:001925	canal of root filled tooth
OBT:002320	Cancoillotte
OBT:001926	candied food
OBT:000536	canker
OBT:001927	canned fish
OBT:001473	canned food
OBT:001928	canned meat
OBT:003128	canned olive
OBT:001929	canned seafood
OBT:001930	canning factory
OBT:001026	canopy humus
OBT:003468	Cantal
OBT:002966	cantaloupe
OBT:002770	cantaloupe as food
OBT:001931	cantaloupe rind
OBT:001932	caramel
OBT:002379	carbonated bottled water
OBT:000218	carboxydotroph
OBT:000537	carcass
OBT:002380	cardoon
OBT:001933	cardoon and related product
OBT:001027	cargo oil tank
OBT:000538	caries
OBT:002381	carp meat
OBT:003085	carpaccio
OBT:000219	carpet
OBT:000539	carpet floor
OBT:000220	carpet tile
OBT:000540	carposphere
OBT:000541	carposphere part
OBT:001474	carr
OBT:003501	Carrè de l'est
OBT:000542	carrier
OBT:002382	carrot
OBT:001934	carrot and related product
OBT:003578	carrot juice
OBT:001475	cashew and primary derivative thereof
OBT:001935	cashew apple
OBT:003351	cashew beverage
OBT:003374	cashew milk
OBT:001936	cashew seed
OBT:003086	cat
OBT:000060	catalase activity
OBT:000221	catalase negative
OBT:000222	catalase positive
OBT:002967	catfish
OBT:002383	catfish meat
OBT:000543	catfish pond
OBT:000223	catheter
OBT:003532	cattle
OBT:001476	cattle dipping
OBT:003129	cattle waste
OBT:000224	cattle-dipping vat
OBT:001477	cattle-farm compost
OBT:003487	cauliflower
OBT:001937	cauliflower and related product
OBT:002384	cauliflower as food
OBT:000544	caulosphere
OBT:000545	caulosphere part
OBT:000225	cave
OBT:003375	caviar
OBT:000226	ceiling tile
OBT:002385	celeriac
OBT:001938	celeriac and related product
OBT:002386	celery
OBT:001939	celery and related product
OBT:003579	celery juice
OBT:002387	celery leaf
OBT:001940	celery leaf and related product
OBT:000061	cell
OBT:000062	cell culture
OBT:000227	cell sediment
OBT:000546	cellar
OBT:000228	cellular shape phenotype
OBT:000547	cellulose
OBT:000548	cellulosic substrate
OBT:001028	central nervous system
OBT:003250	cep
OBT:001941	cep and related product
OBT:002968	cephalopod
OBT:001029	cereal and pseudo-cereal dough-based product
OBT:001478	cereal bar
OBT:003087	cereal based drink
OBT:002771	cereal crop
OBT:000229	cereal feed
OBT:000549	cereal flours feed
OBT:001479	cereal grain and primary derivative thereof
OBT:000550	cerebrospinal fluid
OBT:000973	Cerrado
OBT:000551	cervix
OBT:001942	ceviche
OBT:000552	chained
OBT:000553	chair
OBT:000554	chapel
OBT:002388	chard
OBT:001943	chard and related product
OBT:003469	Cheddar
OBT:001480	cheese
OBT:001944	cheese brine
OBT:003251	cheese factory
OBT:001481	cheese rind
OBT:001482	cheese smear
OBT:001030	cheese starter culture
OBT:001945	cheeseburger
OBT:003185	cheesecake
OBT:001031	chemical plant
OBT:001483	chemical weapons factory
OBT:002389	chemically stressed soil
OBT:003281	chemo litho autotroph
OBT:002390	chemocline
OBT:002895	chemoheterotroph
OBT:003445	chemolithoheterotroph
OBT:002896	chemolithotroph
OBT:003282	chemoorganoheterotroph
OBT:000230	chemotactic
OBT:000555	chemotroph
OBT:002969	cherry
OBT:001946	cherry and primary derivative thereof
OBT:002391	cherry as food
OBT:002392	cherry tomato
OBT:000556	chest
OBT:001947	chewing gum
OBT:001032	chewing stick
OBT:002393	chhena
OBT:001948	chia seed
OBT:001484	chia seed and primary derivative thereof
OBT:003580	chibwantu
OBT:003314	chicken
OBT:001485	chicken coop
OBT:003186	chicken faeces
OBT:001949	chicken house
OBT:003130	chicken manure
OBT:002394	chicken meat
OBT:003187	chicken yard waste
OBT:003407	chief sourdough
OBT:003188	child
OBT:002395	chili pepper
OBT:001950	chili pepper and related product
OBT:003352	chili sauce
OBT:002396	chimpanzee
OBT:002397	chinchilla
OBT:002321	Chinese cabbage
OBT:001951	chinese cabbage and related product
OBT:001033	chipboard factory
OBT:001952	chipolata
OBT:002398	chive
OBT:001953	chive and related product
OBT:002772	chloramphenicol resistant
OBT:001034	chlorine-contaminated site
OBT:003488	chloroethene-contaminated aquifer
OBT:003408	chlorophenol-contaminated groundwater
OBT:001035	chlorophototroph
OBT:003252	chloropicrine-enriched soil
OBT:001036	chocolate product
OBT:001486	chopstick
OBT:003253	chorizo
OBT:003131	choux pastry
OBT:003189	chromate contaminated soil
OBT:000557	chyle
OBT:000558	chyme
OBT:003543	cider
OBT:003190	cinnamon
OBT:001954	cinnamon and related product
OBT:002773	ciprofloxacin resistant
OBT:002774	ciprofloxacin sensitive
OBT:002775	ciprofloxacin tolerant
OBT:000559	circulatory system
OBT:000231	circulatory system part
OBT:002970	cis-dichloroethene contaminated sediment
OBT:002399	citronella grass
OBT:001955	citronella grass and related product
OBT:002971	citrus fruit
OBT:001487	citrus fruit and primary derivative thereof
OBT:001956	citrus tree
OBT:000232	city
OBT:003088	clam juice
OBT:001037	clay
OBT:001038	clean room
OBT:002694	clinic
OBT:001488	cloaca
OBT:000560	clothe
OBT:000233	cloud
OBT:000234	cloud water
OBT:002400	clove
OBT:001957	clove and related product
OBT:000063	coagulase activity
OBT:000235	coagulase negative
OBT:000236	coagulase positive
OBT:000561	coal
OBT:002972	coal mine lake
OBT:002695	coal mine lake sediment
OBT:001489	coal mine waste
OBT:001039	coal spoil
OBT:001958	coal spoil heap
OBT:001490	coal-cleaning residue
OBT:002401	coarse beach sand
OBT:000562	coast
OBT:002776	coastal aquifer
OBT:001040	coastal fish farm
OBT:001491	coastal lagoon mud
OBT:001492	coastal sand
OBT:002402	coastal sediment
OBT:003132	coastal water
OBT:001041	coastal wetland
OBT:000563	coccobacillus
OBT:000564	cochlear prosthesis
OBT:001493	cockroach
OBT:001959	cocktail drink
OBT:001960	cocoa
OBT:001961	cocoa bean
OBT:001494	cocoa bean and primary derivative thereof
OBT:001962	cocoa beverage
OBT:001963	cocoa butter
OBT:001964	cocoa powder
OBT:002973	coconut
OBT:001495	coconut and primary derivative thereof
OBT:001965	coconut as food
OBT:003353	coconut beverage
OBT:003376	coconut milk
OBT:003377	coconut water
OBT:002897	cod
OBT:002403	cod meat
OBT:003191	cod roe
OBT:000565	coelom fluid
OBT:000237	coelomic cavity
OBT:002974	coffee
OBT:001966	coffee beverage
OBT:002777	coffee plant
OBT:000566	coffeemaker
OBT:002975	cold resistant
OBT:000567	cold seep
OBT:002404	cold sensitive
OBT:002405	cold soil
OBT:000238	cold temperature environment
OBT:002406	cold tolerant
OBT:002696	cold-seep sediment
OBT:001967	collard green
OBT:001042	college
OBT:001496	colon
OBT:000064	colony morphology phenotype
OBT:000568	combustible liquid
OBT:001043	comma-shaped
OBT:000239	commensal
OBT:000240	commodity and primary derivative thereof
OBT:000569	common millet feed
OBT:003254	common mushroom
OBT:001968	common mushroom and related product
OBT:002697	community
OBT:000570	composite food
OBT:000571	compost
OBT:002898	compost biofilter
OBT:000241	composting reactor
OBT:001969	compote
OBT:003470	ComtÃ©
OBT:001497	concentrated food
OBT:001044	condiment
OBT:001045	confectionery
OBT:000242	conidial
OBT:001498	conifer
OBT:000243	conjugating
OBT:000065	conjugation phenotype
OBT:000572	conjunctiva
OBT:000066	constructed habitat
OBT:003192	constructed wetland
OBT:003446	contaminated aquifer
OBT:001970	contaminated drinking water
OBT:003042	contaminated groundwater
OBT:002778	contaminated sediment
OBT:000244	contaminated site
OBT:003043	contaminated soil
OBT:003409	contaminated soil with total petroleum hydrocarbon
OBT:002976	contaminated water
OBT:001971	cooked fish
OBT:001499	cooked food
OBT:002407	cool soil
OBT:001500	cooled food
OBT:001046	cooling tower
OBT:001047	cooling water
OBT:000245	copiotrophic
OBT:001048	coral
OBT:003133	coral reef water
OBT:003410	corn beverage
OBT:001501	corn chip
OBT:003447	corn milk
OBT:001502	corn silage
OBT:001503	corn tortillas
OBT:000573	cornea
OBT:001049	corneal ulcer
OBT:001504	coronary artery
OBT:001050	cortex
OBT:001051	cortical bone
OBT:000574	cosmetics
OBT:002408	cottage cheese
OBT:002977	cotton cultivated soil
OBT:002779	cotton plant
OBT:001052	cotton swab
OBT:001053	cotton-waste compost
OBT:002409	cotyledon
OBT:000575	countertop
OBT:002410	courgette
OBT:001972	courgette and related product
OBT:001973	couscous
OBT:003572	cow
OBT:001974	cow barn
OBT:001975	cow milk
OBT:003354	cowpea beverage
OBT:003378	cowpea milk
OBT:001976	crab
OBT:001977	crab and product thereof
OBT:002411	crab as food
OBT:000576	crabtree negative
OBT:000577	crabtree positive
OBT:001978	cracker
OBT:001979	cranberry and primary derivative thereof
OBT:002412	cranberry as food
OBT:003581	cranberry juice
OBT:000974	Crassulaceae
OBT:001505	cream
OBT:003559	cream cheese
OBT:002413	cream pastry
OBT:001054	cream pigmented
OBT:002414	creamery
OBT:001055	creek
OBT:002415	creek sediment
OBT:002899	creek water
OBT:002322	Crème de Brie de Meaux
OBT:001056	creosol
OBT:003379	creosote contaminated soil
OBT:003411	creosote wood preservative-contaminated soil
OBT:001506	cresote treated wood
OBT:001507	crocodile
OBT:001980	crocodile product
OBT:002416	croissant
OBT:000246	crop
OBT:001057	crucifer
OBT:001058	crude oil
OBT:003335	crude-oil-contaminated seawater
OBT:000247	cruise ship
OBT:002698	cruise ship passenger
OBT:001059	crustacean
OBT:001508	crustacean and product thereof
OBT:002417	crusty bread
OBT:000248	cryophile
OBT:000578	cuboidal
OBT:002418	cucumber
OBT:001981	cucumber and related product
OBT:003582	cucumber juice
OBT:003255	cultivated crucifer
OBT:001982	cultivated field
OBT:000067	cultivated habitat
OBT:002780	cultivated Leguminosae
OBT:002699	cultivated plant
OBT:000579	culture system
OBT:001983	cumin
OBT:003134	cupcake
OBT:001984	cured food
OBT:001985	curry powder
OBT:000580	curtain
OBT:003135	custard cake
OBT:003176	Cu-stressed soil
OBT:000581	cut
OBT:001060	cuticle
OBT:001509	cutlery
OBT:000582	cutting board
OBT:001510	cutting table
OBT:001986	cuttlefish and product thereof
OBT:000249	cyanide treatment bioreactor
OBT:001061	cyanobacterial mat
OBT:003193	dadih
OBT:003194	dahi
OBT:001987	dairy barn
OBT:003599	dairy cow
OBT:000583	dairy farm
OBT:000250	dairy farm equipment
OBT:001062	dairy farming waste
OBT:003594	dairy goat
OBT:001988	dairy industry
OBT:003315	dairy livestock
OBT:001511	dairy parlour waste
OBT:003598	dairy sheep
OBT:001512	dairy soup
OBT:000584	dairy starter culture
OBT:003283	dairy wastewater treatment plant
OBT:001513	dambo
OBT:002879	Damselfish
OBT:003502	Danablu
OBT:002323	Danish pastry
OBT:001514	dark chocolate
OBT:001515	dashi
OBT:001989	date and primary derivative thereof
OBT:002419	date as food
OBT:001990	date palm tree
OBT:001516	dead animal
OBT:001991	dead body
OBT:000585	dead matter
OBT:001063	dead organism
OBT:001064	dead tissue
OBT:000586	dead wood
OBT:002781	decantation tank
OBT:000068	decarboxylase activity
OBT:000251	decarboxylase negative
OBT:000252	decarboxylase positive
OBT:003136	decaying apple
OBT:003137	decaying bamboo leaf
OBT:003138	decaying bark
OBT:003089	decaying fruit
OBT:001517	decaying insect-invaded wood
OBT:003090	decaying leaf
OBT:003529	decaying leaf litter
OBT:003591	decaying leaf litter from a pine forest
OBT:001518	decaying marine algae
OBT:001065	decaying matter
OBT:003044	decaying plant material
OBT:003091	decaying wood
OBT:000587	deep periodontal lesion
OBT:000588	deep sea
OBT:001519	deep sea mud
OBT:000253	deep subsurface
OBT:000589	deep tissue
OBT:002782	deep-sea hot vent
OBT:002783	deep-sea hydrothermal vent
OBT:002784	deep-sea hydrothermal vent chimney
OBT:002420	deep-sea sediment
OBT:003380	deer
OBT:002700	deer herd meat
OBT:002421	deer meat
OBT:002422	deer tick
OBT:001066	defrosted food
OBT:002785	dendritic cell
OBT:000254	denitrification reactor
OBT:001067	dental abscess
OBT:000590	dental biofilm
OBT:001068	dental caries
OBT:000255	dental chair
OBT:001520	dental plaque
OBT:000591	dental prothesis
OBT:001521	dental root
OBT:001522	dental root canal
OBT:000592	desert
OBT:001069	desert rock
OBT:000593	desert soil
OBT:001992	desiccation resistant
OBT:001993	desiccation sensitive
OBT:001994	desiccation tolerant
OBT:001995	deteriorated canned food
OBT:001996	diadromous fish meat
OBT:000256	diagnostic equipment
OBT:000257	diazotroph
OBT:001070	dietary supplement
OBT:002786	digester
OBT:001523	digester sludge
OBT:003256	digestive chamber
OBT:000258	digestive system part
OBT:003284	diner
OBT:001071	dining car
OBT:001072	dinner plate
OBT:000069	diploid
OBT:001997	disease resistant
OBT:001998	disease sensitive
OBT:001999	disease tolerant
OBT:001073	dish
OBT:002787	dish towel
OBT:000594	dishcloth
OBT:000595	dishwasher
OBT:001074	district heating plant
OBT:001524	ditch mud
OBT:002423	ditch sediment
OBT:000259	ditch water
OBT:003092	dog
OBT:002424	dog tick
OBT:003045	dolphin
OBT:002425	dolphinfish meat
OBT:000596	domestic animal
OBT:000260	domestic appliance
OBT:001525	domestic sewage
OBT:003257	domestic wastewater treatment plant
OBT:003139	donkey
OBT:003412	dosa
OBT:002000	dough mixer
OBT:002001	dragee
OBT:001075	drainage
OBT:001076	drainage canal
OBT:001077	drainage ditch
OBT:002002	dried animal product
OBT:002003	dried bean
OBT:001526	dried food
OBT:002004	dried lentil
OBT:001527	dried nut
OBT:002005	dried pasta
OBT:002006	dried pea
OBT:002007	dried plant product
OBT:002008	dried seaweed
OBT:002788	drilling bore water
OBT:001528	drilling mud
OBT:001529	drilling pipe
OBT:001078	drink
OBT:001079	drinking glass
OBT:001530	drinking water
